Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 6e-05, Gamma: 0.005",13454,186,216,5,97.09977635091263,0,40,
"Nu: 6e-05, Gamma: 0.05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 6e-05, Gamma: 0.0625",13454,186,216,5,97.09977635091263,0,40,
"Nu: 6e-05, Gamma: 0.1",13454,186,216,5,97.09977635091263,0,40,
"Nu: 6e-05, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 6e-05, Gamma: 0.5",13454,186,216,5,97.09977635091263,0,40,
"Nu: 6e-05, Gamma: 0.7",13454,186,216,5,97.09977635091263,0,40,
"Nu: 6e-05, Gamma: 0.9",13454,186,216,5,97.09977635091263,0,40,
"Nu: 6e-05, Gamma: 0.99",13454,186,216,5,97.09977635091263,0,40,
"Nu: 7e-05, Gamma: 1e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 2e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 3e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 4e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 5e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 6e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 7e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 8e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 9e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.0001",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.0002",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.0003",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.0004",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.005",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.2",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 7e-05, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
"Nu: 8e-05, Gamma: 1e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 8e-05, Gamma: 2e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 3e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 4e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 5e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 6e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 7e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 8e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 9e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.0001",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.0002",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.0003",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.0004",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.005",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.0625",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.1",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.5",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.7",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.9",13454,186,216,5,97.09977635091263,0,40,
"Nu: 8e-05, Gamma: 0.99",13454,186,216,5,97.09977635091263,0,40,
"Nu: 9e-05, Gamma: 1e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 2e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 3e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 4e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 5e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 6e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 7e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 8e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 9e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.0001",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.0002",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.0003",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.0004",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.005",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.2",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 9e-05, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 1e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 2e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 3e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 4e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 5e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 6e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 7e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 8e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 9e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.0001",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.0002",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.0003",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.0004",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.005",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.2",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0001, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 1e-05",13670,189,0,2,98.63646201572757,0,40,
"Nu: 0.0002, Gamma: 2e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 3e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 4e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 5e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 6e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 7e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 8e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 9e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.0001",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.0002",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.0003",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.0004",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.005",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.2",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0002, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0003, Gamma: 1e-05",13376,179,294,12,96.58754779597432,0,40,
"Nu: 0.0003, Gamma: 2e-05",13279,181,391,10,95.87331361373637,0,40,
"Nu: 0.0003, Gamma: 3e-05",13274,182,396,9,95.83002669360074,0,40,
"Nu: 0.0003, Gamma: 4e-05",13276,182,394,9,95.84445566697929,0,40,
"Nu: 0.0003, Gamma: 5e-05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0003, Gamma: 6e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 7e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 8e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 9e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.0001",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.0002",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.0003",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.0004",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.005",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.0625",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.1",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.5",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.7",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.9",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0003, Gamma: 0.99",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0004, Gamma: 1e-05",13211,184,459,7,95.36108505879807,0,40,
"Nu: 0.0004, Gamma: 2e-05",13342,176,328,15,96.36389870860688,0,40,
"Nu: 0.0004, Gamma: 3e-05",13377,185,293,6,96.55147536252797,0,40,
"Nu: 0.0004, Gamma: 4e-05",13400,186,270,5,96.71019406969195,0,40,
"Nu: 0.0004, Gamma: 5e-05",13433,186,237,5,96.94827213043791,0,40,
"Nu: 0.0004, Gamma: 6e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0004, Gamma: 7e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0004, Gamma: 8e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0004, Gamma: 9e-05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0004, Gamma: 0.0001",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0004, Gamma: 0.0002",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0004, Gamma: 0.0003",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.0004",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.005",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.2",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0004, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.005, Gamma: 1e-05",13304,153,366,38,96.2556814082678,0,40,
"Nu: 0.005, Gamma: 2e-05",13387,151,283,40,96.86891277685594,0,40,
"Nu: 0.005, Gamma: 3e-05",13669,155,1,36,98.87454007647356,0,40,
"Nu: 0.005, Gamma: 4e-05",13654,151,16,40,98.79518072289156,0,40,
"Nu: 0.005, Gamma: 5e-05",13667,157,3,34,98.84568212971647,0,40,
"Nu: 0.005, Gamma: 6e-05",13409,158,261,33,96.977130077195,0,40,
"Nu: 0.005, Gamma: 7e-05",13393,153,277,38,96.89777072361302,0,40,
"Nu: 0.005, Gamma: 8e-05",13400,158,270,33,96.91219969699156,0,40,
"Nu: 0.005, Gamma: 9e-05",13403,154,267,37,96.96270110381646,0,40,
"Nu: 0.005, Gamma: 0.0001",13404,155,266,36,96.96270110381646,0,40,
"Nu: 0.005, Gamma: 0.0002",13416,156,254,35,97.04206045739846,0,40,
"Nu: 0.005, Gamma: 0.0003",13423,158,247,33,97.07813289084481,0,40,
"Nu: 0.005, Gamma: 0.0004",13428,160,242,31,97.09977635091263,0,40,
"Nu: 0.005, Gamma: 0.005",13454,181,216,10,97.13584878435898,0,40,
"Nu: 0.005, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.005, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.005, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.005, Gamma: 0.2",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.005, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.005, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.005, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.005, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.05, Gamma: 1e-05",13591,144,79,47,98.39116946829233,0,40,
"Nu: 0.05, Gamma: 2e-05",13403,142,267,49,97.04927494408773,0,40,
"Nu: 0.05, Gamma: 3e-05",13661,151,9,40,98.84568212971647,0,40,
"Nu: 0.05, Gamma: 4e-05",13655,151,15,40,98.80239520958084,0,40,
"Nu: 0.05, Gamma: 5e-05",13657,152,13,39,98.8096096962701,0,40,
"Nu: 0.05, Gamma: 6e-05",13661,155,9,36,98.81682418295938,0,40,
"Nu: 0.05, Gamma: 7e-05",13427,150,243,41,97.16470673111608,0,40,
"Nu: 0.05, Gamma: 8e-05",13451,150,219,41,97.33785441165861,0,40,
"Nu: 0.05, Gamma: 9e-05",13441,151,229,40,97.25849505807662,0,40,
"Nu: 0.05, Gamma: 0.0001",13452,152,218,39,97.33063992496935,0,40,
"Nu: 0.05, Gamma: 0.0002",13453,155,217,36,97.3162109515908,0,40,
"Nu: 0.05, Gamma: 0.0003",13453,155,217,36,97.3162109515908,0,40,
"Nu: 0.05, Gamma: 0.0004",13454,158,216,33,97.30178197821225,0,40,
"Nu: 0.05, Gamma: 0.005",13454,178,216,13,97.15749224442682,0,40,
"Nu: 0.05, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.05, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.05, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.05, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.05, Gamma: 0.5",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.05, Gamma: 0.7",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.05, Gamma: 0.9",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.05, Gamma: 0.99",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0625, Gamma: 1e-05",13566,144,104,47,98.21080730106053,0,40,
"Nu: 0.0625, Gamma: 2e-05",13654,147,16,44,98.82403866964864,0,40,
"Nu: 0.0625, Gamma: 3e-05",13429,146,241,45,97.20799365125171,0,40,
"Nu: 0.0625, Gamma: 4e-05",13440,146,230,45,97.2873530048337,0,40,
"Nu: 0.0625, Gamma: 5e-05",13658,152,12,39,98.81682418295938,0,40,
"Nu: 0.0625, Gamma: 6e-05",13659,154,11,37,98.8096096962701,0,40,
"Nu: 0.0625, Gamma: 7e-05",13664,155,6,36,98.8384676430272,0,40,
"Nu: 0.0625, Gamma: 8e-05",13668,155,2,36,98.86732558978429,0,40,
"Nu: 0.0625, Gamma: 9e-05",13668,156,2,35,98.86011110309502,0,40,
"Nu: 0.0625, Gamma: 0.0001",13668,157,2,34,98.85289661640574,0,40,
"Nu: 0.0625, Gamma: 0.0002",13453,155,217,36,97.3162109515908,0,40,
"Nu: 0.0625, Gamma: 0.0003",13453,156,217,35,97.30899646490153,0,40,
"Nu: 0.0625, Gamma: 0.0004",13454,157,216,34,97.30899646490153,0,40,
"Nu: 0.0625, Gamma: 0.005",13454,178,216,13,97.15749224442682,0,40,
"Nu: 0.0625, Gamma: 0.05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0625, Gamma: 0.0625",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.0625, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0625, Gamma: 0.2",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0625, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0625, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0625, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.0625, Gamma: 0.99",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.1, Gamma: 1e-05",13585,144,85,47,98.34788254815669,0,40,
"Nu: 0.1, Gamma: 2e-05",13401,142,269,49,97.03484597070918,0,40,
"Nu: 0.1, Gamma: 3e-05",13431,145,239,46,97.22963711131953,0,40,
"Nu: 0.1, Gamma: 4e-05",13656,151,14,40,98.8096096962701,0,40,
"Nu: 0.1, Gamma: 5e-05",13442,148,228,43,97.2873530048337,0,40,
"Nu: 0.1, Gamma: 6e-05",13660,155,10,36,98.8096096962701,0,40,
"Nu: 0.1, Gamma: 7e-05",13663,155,7,36,98.83125315633792,0,40,
"Nu: 0.1, Gamma: 8e-05",13667,155,3,36,98.86011110309502,0,40,
"Nu: 0.1, Gamma: 9e-05",13452,151,218,40,97.33785441165861,0,40,
"Nu: 0.1, Gamma: 0.0001",13668,157,2,34,98.85289661640574,0,40,
"Nu: 0.1, Gamma: 0.0002",13453,155,217,36,97.3162109515908,0,40,
"Nu: 0.1, Gamma: 0.0003",13453,156,217,35,97.30899646490153,0,40,
"Nu: 0.1, Gamma: 0.0004",13670,163,0,28,98.82403866964864,0,40,
"Nu: 0.1, Gamma: 0.005",13454,178,216,13,97.15749224442682,0,40,
"Nu: 0.1, Gamma: 0.05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.1, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.1, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.1, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.1, Gamma: 0.5",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.1, Gamma: 0.7",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.1, Gamma: 0.9",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.1, Gamma: 0.99",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.2, Gamma: 1e-05",13578,144,92,47,98.2973811413318,0,40,
"Nu: 0.2, Gamma: 2e-05",13411,142,259,49,97.1069908376019,0,40,
"Nu: 0.2, Gamma: 3e-05",13656,151,14,40,98.8096096962701,0,40,
"Nu: 0.2, Gamma: 4e-05",13656,151,14,40,98.8096096962701,0,40,
"Nu: 0.2, Gamma: 5e-05",13658,153,12,38,98.8096096962701,0,40,
"Nu: 0.2, Gamma: 6e-05",13660,155,10,36,98.8096096962701,0,40,
"Nu: 0.2, Gamma: 7e-05",13448,150,222,41,97.3162109515908,0,40,
"Nu: 0.2, Gamma: 8e-05",13451,150,219,41,97.33785441165861,0,40,
"Nu: 0.2, Gamma: 9e-05",13668,156,2,35,98.86011110309502,0,40,
"Nu: 0.2, Gamma: 0.0001",13668,157,2,34,98.85289661640574,0,40,
"Nu: 0.2, Gamma: 0.0002",13669,160,1,31,98.8384676430272,0,40,
"Nu: 0.2, Gamma: 0.0003",13453,156,217,35,97.30899646490153,0,40,
"Nu: 0.2, Gamma: 0.0004",13454,158,216,33,97.30178197821225,0,40,
"Nu: 0.2, Gamma: 0.005",13670,183,0,8,98.67974893586322,0,40,
"Nu: 0.2, Gamma: 0.05",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.2, Gamma: 0.0625",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.2, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.2, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.2, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.2, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.2, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.2, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.5, Gamma: 1e-05",13559,144,111,47,98.16030589423562,0,40,
"Nu: 0.5, Gamma: 2e-05",13411,142,259,49,97.1069908376019,0,40,
"Nu: 0.5, Gamma: 3e-05",13440,145,230,46,97.29456749152298,0,40,
"Nu: 0.5, Gamma: 4e-05",13440,146,230,45,97.2873530048337,0,40,
"Nu: 0.5, Gamma: 5e-05",13442,148,228,43,97.2873530048337,0,40,
"Nu: 0.5, Gamma: 6e-05",13444,150,226,41,97.2873530048337,0,40,
"Nu: 0.5, Gamma: 7e-05",13664,155,6,36,98.8384676430272,0,40,
"Nu: 0.5, Gamma: 8e-05",13451,150,219,41,97.33785441165861,0,40,
"Nu: 0.5, Gamma: 9e-05",13452,151,218,40,97.33785441165861,0,40,
"Nu: 0.5, Gamma: 0.0001",13452,152,218,39,97.33063992496935,0,40,
"Nu: 0.5, Gamma: 0.0002",13669,160,1,31,98.8384676430272,0,40,
"Nu: 0.5, Gamma: 0.0003",13669,161,1,30,98.83125315633792,0,40,
"Nu: 0.5, Gamma: 0.0004",13454,158,216,33,97.30178197821225,0,40,
"Nu: 0.5, Gamma: 0.005",13454,178,216,13,97.15749224442682,0,40,
"Nu: 0.5, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.5, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.5, Gamma: 0.1",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.5, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.5, Gamma: 0.5",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.5, Gamma: 0.7",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.5, Gamma: 0.9",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.5, Gamma: 0.99",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.7, Gamma: 1e-05",13346,144,324,47,96.62362022942068,0,40,
"Nu: 0.7, Gamma: 2e-05",13406,143,264,48,97.06370391746627,0,40,
"Nu: 0.7, Gamma: 3e-05",13656,151,14,40,98.8096096962701,0,40,
"Nu: 0.7, Gamma: 4e-05",13441,146,229,45,97.29456749152298,0,40,
"Nu: 0.7, Gamma: 5e-05",13658,153,12,38,98.8096096962701,0,40,
"Nu: 0.7, Gamma: 6e-05",13660,155,10,36,98.8096096962701,0,40,
"Nu: 0.7, Gamma: 7e-05",13664,155,6,36,98.8384676430272,0,40,
"Nu: 0.7, Gamma: 8e-05",13451,150,219,41,97.33785441165861,0,40,
"Nu: 0.7, Gamma: 9e-05",13452,151,218,40,97.33785441165861,0,40,
"Nu: 0.7, Gamma: 0.0001",13452,152,218,39,97.33063992496935,0,40,
"Nu: 0.7, Gamma: 0.0002",13453,155,217,36,97.3162109515908,0,40,
"Nu: 0.7, Gamma: 0.0003",13453,156,217,35,97.30899646490153,0,40,
"Nu: 0.7, Gamma: 0.0004",13454,158,216,33,97.30178197821225,0,40,
"Nu: 0.7, Gamma: 0.005",13454,178,216,13,97.15749224442682,0,40,
"Nu: 0.7, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.7, Gamma: 0.0625",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.7, Gamma: 0.1",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.7, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.7, Gamma: 0.5",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.7, Gamma: 0.7",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.7, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.7, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.9, Gamma: 1e-05",13670,174,0,17,98.74467931606667,0,40,
"Nu: 0.9, Gamma: 2e-05",13451,169,219,22,97.20077916456245,0,40,
"Nu: 0.9, Gamma: 3e-05",13454,169,216,22,97.22242262463025,0,40,
"Nu: 0.9, Gamma: 4e-05",13454,169,216,22,97.22242262463025,0,40,
"Nu: 0.9, Gamma: 5e-05",13670,175,0,16,98.73746482937739,0,40,
