Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 9e-05, Gamma: 3e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 9e-05, Gamma: 4e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 9e-05, Gamma: 5e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 9e-05, Gamma: 6e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 9e-05, Gamma: 7e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 9e-05, Gamma: 8e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 9e-05, Gamma: 9e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 9e-05, Gamma: 0.0001",14758,82,0,0,99.44743935309972,50,40,
"Nu: 9e-05, Gamma: 0.0002",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.0003",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.0004",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.005",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.0625",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.1",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.2",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 9e-05, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0001, Gamma: 1e-05",14402,78,356,4,97.0754716981132,50,40,
"Nu: 0.0001, Gamma: 2e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 3e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 4e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 5e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 6e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 7e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 8e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 9e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.0001",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.0002",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.0003",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.0004",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.005",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.0625",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.1",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.2",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.5",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.7",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.9",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0001, Gamma: 0.99",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 1e-05",14342,78,416,4,96.6711590296496,50,40,
"Nu: 0.0002, Gamma: 2e-05",12308,76,2450,6,82.97843665768194,50,40,
"Nu: 0.0002, Gamma: 3e-05",14465,79,293,3,97.4932614555256,50,40,
"Nu: 0.0002, Gamma: 4e-05",14457,79,301,3,97.43935309973047,50,40,
"Nu: 0.0002, Gamma: 5e-05",14473,79,285,3,97.54716981132076,50,40,
"Nu: 0.0002, Gamma: 6e-05",14488,79,270,3,97.64824797843666,50,40,
"Nu: 0.0002, Gamma: 7e-05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0002, Gamma: 8e-05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0002, Gamma: 9e-05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0002, Gamma: 0.0001",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0002, Gamma: 0.0002",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.0003",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.0004",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.005",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.0625",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.1",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.2",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.5",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.7",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.9",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0002, Gamma: 0.99",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0003, Gamma: 1e-05",12871,75,1887,7,86.77897574123989,50,40,
"Nu: 0.0003, Gamma: 2e-05",14758,80,0,2,99.46091644204851,50,40,
"Nu: 0.0003, Gamma: 3e-05",14465,79,293,3,97.4932614555256,50,40,
"Nu: 0.0003, Gamma: 4e-05",14457,79,301,3,97.43935309973047,50,40,
"Nu: 0.0003, Gamma: 5e-05",14473,79,285,3,97.54716981132076,50,40,
"Nu: 0.0003, Gamma: 6e-05",14488,79,270,3,97.64824797843666,50,40,
"Nu: 0.0003, Gamma: 7e-05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 8e-05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 9e-05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.0001",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.0002",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0003, Gamma: 0.0003",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0003, Gamma: 0.0004",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.005",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.0625",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.1",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.2",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0003, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 1e-05",12836,65,1922,17,86.61051212938006,50,40,
"Nu: 0.0004, Gamma: 2e-05",14448,77,310,5,97.39218328840971,50,40,
"Nu: 0.0004, Gamma: 3e-05",14353,78,405,4,96.74528301886792,50,40,
"Nu: 0.0004, Gamma: 4e-05",14335,78,423,4,96.62398921832884,50,40,
"Nu: 0.0004, Gamma: 5e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0004, Gamma: 6e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0004, Gamma: 7e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0004, Gamma: 8e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0004, Gamma: 9e-05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0004, Gamma: 0.0001",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0004, Gamma: 0.0002",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.0003",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.0004",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.0004, Gamma: 0.005",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.0625",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.1",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.2",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0004, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.005, Gamma: 1e-05",13384,52,1374,30,90.39083557951483,50,40,
"Nu: 0.005, Gamma: 2e-05",13594,63,1164,19,91.73180592991915,50,40,
"Nu: 0.005, Gamma: 3e-05",14019,72,739,10,94.53504043126685,50,40,
"Nu: 0.005, Gamma: 4e-05",13312,74,1446,8,89.75741239892183,50,40,
"Nu: 0.005, Gamma: 5e-05",13317,76,1441,6,89.777628032345,50,40,
"Nu: 0.005, Gamma: 6e-05",14226,78,532,4,95.88948787061994,50,40,
"Nu: 0.005, Gamma: 7e-05",14022,78,736,4,94.51482479784367,50,40,
"Nu: 0.005, Gamma: 8e-05",13938,78,820,4,93.94878706199461,50,40,
"Nu: 0.005, Gamma: 9e-05",14265,79,493,3,96.14555256064689,50,40,
"Nu: 0.005, Gamma: 0.0001",13203,79,1555,3,88.98921832884096,50,40,
"Nu: 0.005, Gamma: 0.0002",14700,82,58,0,99.05660377358491,50,40,
"Nu: 0.005, Gamma: 0.0003",14617,82,141,0,98.49730458221025,50,40,
"Nu: 0.005, Gamma: 0.0004",14699,82,59,0,99.04986522911051,50,40,
"Nu: 0.005, Gamma: 0.005",14753,82,5,0,99.41374663072776,50,40,
"Nu: 0.005, Gamma: 0.05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.005, Gamma: 0.0625",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.005, Gamma: 0.1",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.005, Gamma: 0.2",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.005, Gamma: 0.5",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.005, Gamma: 0.7",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.005, Gamma: 0.9",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.005, Gamma: 0.99",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.05, Gamma: 1e-05",13486,54,1272,28,91.06469002695418,50,40,
"Nu: 0.05, Gamma: 2e-05",13531,65,1227,17,91.29380053908356,50,40,
"Nu: 0.05, Gamma: 3e-05",13354,71,1404,11,90.06064690026953,50,40,
"Nu: 0.05, Gamma: 4e-05",13329,74,1429,8,89.87196765498652,50,40,
"Nu: 0.05, Gamma: 5e-05",13393,77,1365,5,90.28301886792453,50,40,
"Nu: 0.05, Gamma: 6e-05",13769,81,989,1,92.78975741239893,50,40,
"Nu: 0.05, Gamma: 7e-05",13498,78,1260,4,90.98382749326146,50,40,
"Nu: 0.05, Gamma: 8e-05",13587,78,1171,4,91.58355795148248,50,40,
"Nu: 0.05, Gamma: 9e-05",13943,81,815,1,93.9622641509434,50,40,
"Nu: 0.05, Gamma: 0.0001",14001,81,757,1,94.35309973045823,50,40,
"Nu: 0.05, Gamma: 0.0002",14238,79,520,3,95.96361185983827,50,40,
"Nu: 0.05, Gamma: 0.0003",14640,82,118,0,98.6522911051213,50,40,
"Nu: 0.05, Gamma: 0.0004",14704,82,54,0,99.08355795148248,50,40,
"Nu: 0.05, Gamma: 0.005",14492,79,266,3,97.67520215633422,50,40,
"Nu: 0.05, Gamma: 0.05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.05, Gamma: 0.0625",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.05, Gamma: 0.1",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.05, Gamma: 0.2",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.05, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.05, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.05, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.05, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0625, Gamma: 1e-05",13463,54,1295,28,90.90970350404312,50,40,
"Nu: 0.0625, Gamma: 2e-05",13503,65,1255,17,91.10512129380054,50,40,
"Nu: 0.0625, Gamma: 3e-05",13300,70,1458,12,89.70350404312669,50,40,
"Nu: 0.0625, Gamma: 4e-05",13359,74,1399,8,90.07412398921832,50,40,
"Nu: 0.0625, Gamma: 5e-05",13637,80,1121,2,91.90700808625337,50,40,
"Nu: 0.0625, Gamma: 6e-05",13496,78,1262,4,90.97035040431267,50,40,
"Nu: 0.0625, Gamma: 7e-05",13528,78,1230,4,91.18598382749326,50,40,
"Nu: 0.0625, Gamma: 8e-05",13912,81,846,1,93.7533692722372,50,40,
"Nu: 0.0625, Gamma: 9e-05",13683,78,1075,4,92.23045822102426,50,40,
"Nu: 0.0625, Gamma: 0.0001",13690,78,1068,4,92.27762803234502,50,40,
"Nu: 0.0625, Gamma: 0.0002",14505,82,253,0,97.74258760107817,50,40,
"Nu: 0.0625, Gamma: 0.0003",14413,79,345,3,97.14285714285714,50,40,
"Nu: 0.0625, Gamma: 0.0004",14695,82,63,0,99.02291105121293,50,40,
"Nu: 0.0625, Gamma: 0.005",14492,79,266,3,97.67520215633422,50,40,
"Nu: 0.0625, Gamma: 0.05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0625, Gamma: 0.0625",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0625, Gamma: 0.1",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0625, Gamma: 0.2",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0625, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0625, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0625, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.0625, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.1, Gamma: 1e-05",13470,54,1288,28,90.95687331536388,50,40,
"Nu: 0.1, Gamma: 2e-05",13235,62,1523,20,89.31940700808624,50,40,
"Nu: 0.1, Gamma: 3e-05",13335,70,1423,12,89.93935309973045,50,40,
"Nu: 0.1, Gamma: 4e-05",13326,74,1432,8,89.85175202156334,50,40,
"Nu: 0.1, Gamma: 5e-05",13369,77,1389,5,90.12129380053908,50,40,
"Nu: 0.1, Gamma: 6e-05",13767,81,991,1,92.77628032345014,50,40,
"Nu: 0.1, Gamma: 7e-05",13515,78,1243,4,91.09838274932615,50,40,
"Nu: 0.1, Gamma: 8e-05",13826,81,932,1,93.17385444743935,50,40,
"Nu: 0.1, Gamma: 9e-05",13917,81,841,1,93.78706199460916,50,40,
"Nu: 0.1, Gamma: 0.0001",13945,81,813,1,93.97574123989219,50,40,
"Nu: 0.1, Gamma: 0.0002",14234,79,524,3,95.9366576819407,50,40,
"Nu: 0.1, Gamma: 0.0003",14666,82,92,0,98.82749326145553,50,40,
"Nu: 0.1, Gamma: 0.0004",14428,79,330,3,97.24393530997305,50,40,
"Nu: 0.1, Gamma: 0.005",14756,82,2,0,99.43396226415095,50,40,
"Nu: 0.1, Gamma: 0.05",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.1, Gamma: 0.0625",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.1, Gamma: 0.1",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.1, Gamma: 0.2",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.1, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.1, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.1, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.1, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.2, Gamma: 1e-05",13213,51,1545,31,89.24528301886792,50,40,
"Nu: 0.2, Gamma: 2e-05",13228,62,1530,20,89.2722371967655,50,40,
"Nu: 0.2, Gamma: 3e-05",13300,70,1458,12,89.70350404312669,50,40,
"Nu: 0.2, Gamma: 4e-05",13360,73,1398,9,90.08760107816711,50,40,
"Nu: 0.2, Gamma: 5e-05",13432,77,1326,5,90.54582210242587,50,40,
"Nu: 0.2, Gamma: 6e-05",13450,78,1308,4,90.66037735849056,50,40,
"Nu: 0.2, Gamma: 7e-05",13502,78,1256,4,91.01078167115902,50,40,
"Nu: 0.2, Gamma: 8e-05",13800,81,958,1,92.99865229110512,50,40,
"Nu: 0.2, Gamma: 9e-05",13884,81,874,1,93.56469002695418,50,40,
"Nu: 0.2, Gamma: 0.0001",13667,78,1091,4,92.12264150943396,50,40,
"Nu: 0.2, Gamma: 0.0002",14490,82,268,0,97.64150943396226,50,40,
"Nu: 0.2, Gamma: 0.0003",14664,82,94,0,98.81401617250674,50,40,
"Nu: 0.2, Gamma: 0.0004",14429,79,329,3,97.25067385444744,50,40,
"Nu: 0.2, Gamma: 0.005",14492,79,266,3,97.67520215633422,50,40,
"Nu: 0.2, Gamma: 0.05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.2, Gamma: 0.0625",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.2, Gamma: 0.1",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.2, Gamma: 0.2",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.2, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.2, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.2, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.2, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.5, Gamma: 1e-05",13271,55,1487,27,89.60916442048517,50,40,
"Nu: 0.5, Gamma: 2e-05",13247,65,1511,17,89.38005390835579,50,40,
"Nu: 0.5, Gamma: 3e-05",13571,73,1187,9,91.50943396226415,50,40,
"Nu: 0.5, Gamma: 4e-05",13342,73,1416,9,89.96630727762803,50,40,
"Nu: 0.5, Gamma: 5e-05",13391,77,1367,5,90.26954177897574,50,40,
"Nu: 0.5, Gamma: 6e-05",13725,81,1033,1,92.49326145552561,50,40,
"Nu: 0.5, Gamma: 7e-05",13762,81,996,1,92.74258760107816,50,40,
"Nu: 0.5, Gamma: 8e-05",13799,81,959,1,92.99191374663073,50,40,
"Nu: 0.5, Gamma: 9e-05",13608,78,1150,4,91.72506738544475,50,40,
"Nu: 0.5, Gamma: 0.0001",13683,78,1075,4,92.23045822102426,50,40,
"Nu: 0.5, Gamma: 0.0002",14487,82,271,0,97.62129380053909,50,40,
"Nu: 0.5, Gamma: 0.0003",14402,79,356,3,97.0687331536388,50,40,
"Nu: 0.5, Gamma: 0.0004",14693,82,65,0,99.00943396226415,50,40,
"Nu: 0.5, Gamma: 0.005",14756,82,2,0,99.43396226415095,50,40,
"Nu: 0.5, Gamma: 0.05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.5, Gamma: 0.0625",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.5, Gamma: 0.1",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.5, Gamma: 0.2",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.5, Gamma: 0.5",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.5, Gamma: 0.7",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.5, Gamma: 0.9",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.5, Gamma: 0.99",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.7, Gamma: 1e-05",13338,66,1420,16,89.98652291105121,50,40,
"Nu: 0.7, Gamma: 2e-05",13556,70,1202,12,91.42857142857143,50,40,
"Nu: 0.7, Gamma: 3e-05",13340,71,1418,11,89.96630727762803,50,40,
"Nu: 0.7, Gamma: 4e-05",13350,73,1408,9,90.02021563342318,50,40,
"Nu: 0.7, Gamma: 5e-05",13405,77,1353,5,90.36388140161725,50,40,
"Nu: 0.7, Gamma: 6e-05",13452,78,1306,4,90.67385444743935,50,40,
"Nu: 0.7, Gamma: 7e-05",13766,81,992,1,92.76954177897574,50,40,
"Nu: 0.7, Gamma: 8e-05",13541,78,1217,4,91.27358490566037,50,40,
"Nu: 0.7, Gamma: 9e-05",13611,78,1147,4,91.74528301886792,50,40,
"Nu: 0.7, Gamma: 0.0001",13945,81,813,1,93.97574123989219,50,40,
"Nu: 0.7, Gamma: 0.0002",14490,82,268,0,97.64150943396226,50,40,
"Nu: 0.7, Gamma: 0.0003",14403,79,355,3,97.0754716981132,50,40,
"Nu: 0.7, Gamma: 0.0004",14430,79,328,3,97.25741239892183,50,40,
"Nu: 0.7, Gamma: 0.005",14756,82,2,0,99.43396226415095,50,40,
"Nu: 0.7, Gamma: 0.05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.7, Gamma: 0.0625",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.7, Gamma: 0.1",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.7, Gamma: 0.2",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.7, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.7, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.7, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.7, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.9, Gamma: 1e-05",13691,73,1067,9,92.31805929919138,50,40,
"Nu: 0.9, Gamma: 2e-05",13662,79,1096,3,92.0822102425876,50,40,
"Nu: 0.9, Gamma: 3e-05",13405,76,1353,6,90.37061994609165,50,40,
"Nu: 0.9, Gamma: 4e-05",13353,76,1405,6,90.02021563342318,50,40,
"Nu: 0.9, Gamma: 5e-05",13399,77,1359,5,90.3234501347709,50,40,
"Nu: 0.9, Gamma: 6e-05",13714,81,1044,1,92.41913746630728,50,40,
"Nu: 0.9, Gamma: 7e-05",13762,81,996,1,92.74258760107816,50,40,
"Nu: 0.9, Gamma: 8e-05",13807,81,951,1,93.04582210242587,50,40,
"Nu: 0.9, Gamma: 9e-05",13614,78,1144,4,91.7654986522911,50,40,
"Nu: 0.9, Gamma: 0.0001",13943,81,815,1,93.9622641509434,50,40,
"Nu: 0.9, Gamma: 0.0002",14488,82,270,0,97.62803234501348,50,40,
"Nu: 0.9, Gamma: 0.0003",14402,79,356,3,97.0687331536388,50,40,
"Nu: 0.9, Gamma: 0.0004",14693,82,65,0,99.00943396226415,50,40,
"Nu: 0.9, Gamma: 0.005",14756,82,2,0,99.43396226415095,50,40,
"Nu: 0.9, Gamma: 0.05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.9, Gamma: 0.0625",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.9, Gamma: 0.1",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.9, Gamma: 0.2",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.9, Gamma: 0.5",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.9, Gamma: 0.7",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.9, Gamma: 0.9",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.9, Gamma: 0.99",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.99, Gamma: 1e-05",14758,80,0,2,99.46091644204851,50,40,
"Nu: 0.99, Gamma: 2e-05",14722,82,36,0,99.20485175202157,50,40,
"Nu: 0.99, Gamma: 3e-05",14401,79,357,3,97.06199460916443,50,40,
"Nu: 0.99, Gamma: 4e-05",14687,82,71,0,98.96900269541779,50,40,
"Nu: 0.99, Gamma: 5e-05",14719,82,39,0,99.18463611859838,50,40,
"Nu: 0.99, Gamma: 6e-05",14478,79,280,3,97.58086253369272,50,40,
"Nu: 0.99, Gamma: 7e-05",14482,79,276,3,97.6078167115903,50,40,
"Nu: 0.99, Gamma: 8e-05",14487,79,271,3,97.64150943396226,50,40,
"Nu: 0.99, Gamma: 9e-05",14492,79,266,3,97.67520215633422,50,40,
"Nu: 0.99, Gamma: 0.0001",14492,79,266,3,97.67520215633422,50,40,
"Nu: 0.99, Gamma: 0.0002",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.0003",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.99, Gamma: 0.0004",14494,79,264,3,97.68867924528301,50,40,
"Nu: 0.99, Gamma: 0.005",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.05",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.0625",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.1",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.2",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.5",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.7",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.9",14758,82,0,0,99.44743935309972,50,40,
"Nu: 0.99, Gamma: 0.99",14758,82,0,0,99.44743935309972,50,40,
,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 5e-05, Gamma: 1e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 2e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 3e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 4e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 5e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 6e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 7e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 8e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 9e-05",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 0.0001",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 0.0002",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 0.0003",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 0.0004",14022,156,0,0,98.89970376639864,50,40,
"Nu: 5e-05, Gamma: 0.005",14022,156,0,0,98.89970376639864,50,40,
