ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ferret
5522,3636.0,3485.0,3575.0,3581.0,3573.0,3489.0,3517.0,7327.0,3508.0,5129.0,7798.0,6758.0,3508.0,3511.0,3597.0,ferret
1812,44.0,42.0,44.0,35.0,38.0,35.0,39.0,3196.0,26.0,968.0,2497.0,1661.0,32.0,20.0,27.0,ferret
1733,23.0,20.0,25.0,23.0,27.0,21.0,17.0,3030.0,15.0,982.0,2474.0,2045.0,13.0,12.0,11.0,ferret
1791,43.0,29.0,35.0,38.0,30.0,29.0,29.0,2616.0,30.0,1010.0,2532.0,1826.0,30.0,24.0,26.0,ferret
1788,42.0,28.0,34.0,30.0,34.0,34.0,28.0,2856.0,32.0,1055.0,2808.0,1985.0,31.0,19.0,18.0,ferret
1782,36.0,31.0,38.0,36.0,28.0,36.0,42.0,3072.0,40.0,1034.0,2714.0,2042.0,34.0,16.0,16.0,ferret
1726,22.0,15.0,30.0,23.0,17.0,18.0,21.0,2738.0,17.0,1034.0,2379.0,1892.0,16.0,15.0,14.0,ferret
1754,32.0,30.0,38.0,26.0,24.0,32.0,37.0,2440.0,25.0,934.0,2476.0,1606.0,26.0,13.0,17.0,ferret
1777,183.0,158.0,122.0,176.0,124.0,104.0,115.0,2466.0,121.0,1125.0,2950.0,2168.0,120.0,84.0,71.0,ferret
1754,30.0,25.0,31.0,24.0,23.0,28.0,32.0,2473.0,27.0,948.0,2333.0,1646.0,27.0,13.0,15.0,ferret
1773,76.0,52.0,62.0,48.0,59.0,46.0,52.0,3017.0,52.0,1013.0,2701.0,2054.0,33.0,36.0,50.0,ferret
1730,82.0,56.0,30.0,73.0,44.0,18.0,60.0,2901.0,21.0,987.0,2582.0,2178.0,22.0,34.0,24.0,ferret
1732,93.0,63.0,67.0,73.0,48.0,30.0,38.0,3246.0,28.0,1093.0,2998.0,1843.0,25.0,36.0,33.0,ferret
1753,41.0,28.0,37.0,30.0,29.0,29.0,36.0,2700.0,32.0,927.0,2490.0,2018.0,26.0,22.0,23.0,ferret
1762,24.0,22.0,31.0,27.0,18.0,31.0,28.0,2708.0,23.0,931.0,2473.0,1871.0,27.0,14.0,16.0,ferret
1815,40.0,26.0,35.0,27.0,29.0,37.0,21.0,2963.0,25.0,1013.0,2756.0,2091.0,26.0,12.0,15.0,ferret
3811,2499.0,2409.0,2533.0,2460.0,2496.0,2394.0,2467.0,4245.0,2446.0,4456.0,3414.0,3129.0,2497.0,2504.0,2493.0,ferret
1262,19.0,17.0,32.0,24.0,24.0,19.0,19.0,1828.0,22.0,2508.0,667.0,394.0,42.0,21.0,26.0,ferret
1212,14.0,9.0,40.0,10.0,12.0,8.0,11.0,1817.0,18.0,1409.0,732.0,450.0,41.0,10.0,14.0,ferret
1250,19.0,11.0,44.0,17.0,28.0,13.0,23.0,1823.0,28.0,1919.0,782.0,417.0,60.0,36.0,31.0,ferret
1236,17.0,14.0,67.0,19.0,21.0,16.0,18.0,1821.0,21.0,896.0,710.0,399.0,42.0,20.0,21.0,ferret
1255,17.0,14.0,38.0,17.0,17.0,13.0,17.0,1822.0,21.0,823.0,871.0,501.0,44.0,22.0,18.0,ferret
1208,12.0,7.0,38.0,13.0,16.0,13.0,19.0,1820.0,26.0,1998.0,737.0,455.0,33.0,10.0,13.0,ferret
1244,20.0,15.0,39.0,19.0,23.0,15.0,21.0,1815.0,29.0,1530.0,685.0,412.0,40.0,18.0,18.0,ferret
1228,24.0,20.0,47.0,12.0,18.0,16.0,14.0,1811.0,31.0,2497.0,720.0,382.0,48.0,17.0,26.0,ferret
1225,18.0,15.0,55.0,20.0,21.0,8.0,21.0,1822.0,23.0,3954.0,661.0,410.0,46.0,17.0,15.0,ferret
1207,40.0,29.0,56.0,32.0,31.0,35.0,34.0,1837.0,38.0,4125.0,710.0,456.0,94.0,25.0,33.0,ferret
1189,28.0,14.0,37.0,12.0,16.0,12.0,12.0,1807.0,23.0,2087.0,687.0,462.0,57.0,21.0,23.0,ferret
1210,39.0,16.0,65.0,15.0,21.0,13.0,19.0,1822.0,24.0,3196.0,829.0,431.0,42.0,20.0,17.0,ferret
1230,16.0,13.0,40.0,17.0,26.0,12.0,18.0,1825.0,25.0,2079.0,757.0,469.0,45.0,21.0,18.0,ferret
1261,14.0,13.0,70.0,19.0,20.0,10.0,15.0,1820.0,20.0,1544.0,700.0,414.0,49.0,16.0,17.0,ferret
