ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
23,3,2,4,1,8,13,6,7,5,1,2,2,1,3,8,blackscholes
13,0,1,2,0,9,5,11,8,14,1,1,1,1,4,1,blackscholes
17,2,2,1,3,10,9,10,15,7,3,1,1,1,5,2,blackscholes
14,2,0,1,2,6,4,6,6,6,2,0,0,0,1,7,blackscholes
16,2,3,2,6,10,8,8,8,3,5,0,0,0,6,3,blackscholes
16,4,2,4,2,6,4,6,4,8,5,2,5,4,7,4,blackscholes
6,2,0,1,2,5,4,3,3,3,3,0,2,1,5,2,blackscholes
14,1,3,1,6,8,5,6,5,13,2,1,4,6,2,8,blackscholes
9,0,0,1,5,5,4,5,5,5,2,2,3,2,5,8,blackscholes
21,2,3,2,1,9,5,10,9,13,5,3,2,2,3,4,blackscholes
30,4,3,4,3,8,8,11,8,6,1,1,1,2,0,6,blackscholes
71,29,18,25,21,38,13,22,16,23,12,10,19,7,59,25,blackscholes
11,2,4,3,4,1,1,3,1,3,3,3,2,1,13,3,blackscholes
7,1,0,3,0,2,0,0,1,0,1,0,1,1,12,1,blackscholes
13,0,1,2,4,4,0,2,2,3,2,1,1,2,10,2,blackscholes
12,0,1,2,1,5,1,2,1,0,1,0,2,1,24,2,blackscholes
18,0,1,0,2,3,4,2,1,1,2,1,1,1,13,1,blackscholes
8,1,0,0,1,1,0,3,2,2,1,0,1,0,11,2,blackscholes
11,1,0,2,1,2,1,1,4,1,1,0,2,0,9,2,blackscholes
9,1,2,0,1,0,1,2,0,2,1,0,1,0,7,2,blackscholes
15,4,2,3,4,5,3,3,2,2,3,4,3,2,58,3,blackscholes
7,1,1,2,1,5,1,2,2,2,2,3,6,1,20,2,blackscholes
7,0,0,1,0,1,0,0,0,0,3,0,2,0,9,3,blackscholes
9,0,0,1,2,0,1,0,0,3,2,2,1,2,11,3,blackscholes
6,0,0,0,0,2,1,1,1,4,4,1,2,0,14,3,blackscholes
15,1,1,1,2,5,3,4,3,2,2,2,1,1,38,4,blackscholes
15,1,0,1,1,0,0,3,2,1,4,2,2,0,22,2,blackscholes
55,22,20,22,10,25,12,18,14,13,6,24,8,9,29,35,blackscholes
16,1,1,1,1,2,2,4,1,2,1,7,1,2,4,2,blackscholes
12,0,0,0,1,1,0,1,0,0,0,6,1,1,1,5,blackscholes
14,3,1,1,1,3,1,2,0,2,1,8,2,2,6,11,blackscholes
9,2,1,1,2,0,1,0,0,0,0,9,1,0,1,16,blackscholes
19,1,2,3,0,0,1,1,0,0,0,12,1,1,0,15,blackscholes
8,0,0,0,2,1,0,0,1,1,0,10,1,0,1,5,blackscholes
